,new_id,featureid,mz.x,rt.x,det_count_v1,det_count_v2,det_count_v3,det_count_FB,df_v1,df_v2,df_v3,mean_visit1,log_mean_v1,sd_visit1,median_v1,gm_visit1,gsd_visit1,cv_visit1,mean_visit2,median_v2,sd_visit2,gm_visit2,gsd_visit2,cv_visit2,mean_visit3,sd_visit3,median_v3,gm_visit3,gsd_visit3,cv_visit3,mean_allvisit,gm_allvisit,gsd_allvisit,cv_allvisit,mean_FB,log_mean_FB,mean_DIWB,PvalV1_v3,PvalV1_V2,DFv1_min,percent_FBvV1,logFBvV1,meanv1_gt_v3,meanv1_gt_v2,geom_diff1v3,geom_diff1v2,df1v3_difference,df1v2_difference,DTXSID,Confidence,score,mz.y,rt.y,MatchCategory,theoretical.mz,delta_ppm,Compound,Formula,MonoisotopicMass,Adduct,X,parent_id,DB_name,is_metab,name_original,name_cleaned,formula_original,formula_cleaned,Molweight_cleaned,source,Drug_UCSF_PXYS,Drug_most.comon.and.haz,Disinfectant,Sesquiterpenoids,FRs,PFAS,exposurepred_bin,exposurepred_u95,MC,MC_list_cat,MGDev,ERactive_bin,ERactive_ER_AUC,E2Up_bin,E2UP_priority_level,P4Up_bin,P4Up_priority_level,pesticidemammarytumors_bin,VBtoxcast_bin,vbtoxcast_min_ac10,vbtoxcast_max_scaled_top,vbtoxcast_assay_sum,nitroPAH_bin,pellizzari_bin,MC_sum,frag_yn,confirmed_frag,of_interes_prevt,acrylate,is_ucsfdrug,sig_dif1v2or3,ubiqui_MC,nitro benzene,nitro,sulfate,aniline,guanidium,nitro_sum,SWGDRUG,STATINS,UOATARGPHARMA,VETDRUGS,DRUGBANK,ANTIBIOTICS,ZINC15PHARMA,PAHLIST,drug_any,of_interest_all,of_interest_cat
423,DTXSID3020209,273.0431-262.3,273.0431,262.3,40,36,38,1,100,94.7368421052632,100,22419.155535,13.663646676041,21767.400422208,15633.34,12976.7966640442,3.27465491313742,97.0928650199404,27710.5840736842,27141.155,21490.7045495279,17960.5537582972,3.85846466354508,77.5541377705457,36289.8436052632,27805.5590185775,40744.735,22451.0625090618,3.27625457983879,76.6207739031007,26008.8839039063,15190.0619575307,4.33395860953262,94.6198459003772,13.8129,NA,61.040825,0.019584097600817,0.248245051592455,1,0.061612044121982,NA,0,0,0,0,0,5.26315789473685,MTX291,3,21600,273.0431,262.3,Unique,273.0438332,2.69,,C11H14O6S,274.05111,M-H,7277,DTXSID3020209,DTXSID3020209-BTMR0197,1,,,C11H14O6S,C11H14O6S,274.0511092,"P4Up, Vbtoxcast, Disinfect ingredient list",,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.059086,18.41412,11,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
424,DTXSID3020209,193.08672-348.4,193.08672,348.4,40,38,38,8,100,100,100,106850.289997538,15.4005718175958,266118.50678732,35932.7437787481,43254.7760159402,2.70885803328037,249.057355664127,569496.348870936,34128.6710491296,1516561.88710147,61335.5397148352,5.49299069753491,266.29879016927,326109.605035437,1245349.11918009,35916.8071736944,44107.4258328279,3.37472333532633,381.880539533562,302495.284448864,46880.3891711159,3.59173770681766,359.71638374511,36252.508580353,14.9978958087152,30584.6231170034,0.980061607249088,0.964119259141666,1,33.9283202518104,97.385317807352,0,0,0,0,0,0,DTXSID3020209,3,25000.0000000001,193.08672,348.4,Multiple,193.0870183,1.54,Butylparaben,C11H14O3,194.09429,M-H,2025,,DTXSID3020209,0,Butylparaben,butyl 4-hydroxybenzoate,C11H14O3,C11H14O3,194.0942943,"P4Up, Vbtoxcast, Disinfect ingredient list",,NA,1,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,2,NA,1,-1.059086,18.41412,11,NA,,1,no,notconf,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
425,DTXSID3020257,109.02949-90.3,109.02949,90.3,40,38,38,8,100,100,100,352016.180832215,17.8703409530068,283033.398473395,242729.818031666,239612.052661889,2.6189769771156,80.4035194644362,340589.062303511,331089.683245173,202375.65263863,272391.333051867,2.09252177058996,59.4193046805142,392601.560412955,283629.755521736,276881.652668704,294008.336312338,2.2609268488206,72.2436648553822,327706.296257932,147455.73804092,8.27689525390814,81.6466032130537,323.173426903593,8.01806979761937,482.409271441452,0.392708865531071,0.565420865419821,1,0.091806412460804,44.8680292038317,0,1,0,0,0,0,DTXSID3020257,3,27000,109.02949,90.3,Multiple,109.0295034,0.12,Catechol,C6H6O2,110.03678,M-H,2028,,DTXSID3020257,0,Catechol,"benzene-1,2-diol",C6H6O2,C6H6O2,110.0367794,"E2Up, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,3,1,2,NA,1,-2.807518971,9.701733113,25,NA,,2,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
426,DTXSID3020257,123.04501-191.1,123.04501,191.1,40,38,38,8,100,100,100,409413.339347168,18.1170719536905,385530.307344514,272810.141365157,284303.425000686,2.35374417001275,94.1665232401229,315449.678916693,251625.032778953,189621.609346991,260027.177516154,1.95351883104775,60.1115239673673,330437.771494134,234111.420282063,264030.59305007,268584.089442148,1.91767241162499,70.8488679195135,319774.836143407,157871.185157966,6.21623138280846,90.7771980376492,834.803861583999,9.59290426399186,1060.97649133138,0.768068961182508,0.752841338212907,1,0.203902457822976,52.9495289774888,1,1,1,1,0,0,MTX295,3,27000,123.04501,191.1,Multiple,123.0451535,1.17,,C7H8O2,124.05243,M-H,7282,DTXSID3020257,DTXSID3020257-BTMR0212,1,,2-methoxyphenol,C7H8O2,C7H8O2,124.0524295,"E2Up, P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,3,1,2,NA,1,-2.807518971,9.701733113,25,NA,,2,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1
430,DTXSID3020758,270.0911-57.2,270.0911,57.2,40,38,38,2,100,100,100,97088.34075,16.5377210731143,19839.0774372196,94304.595,95137.1424872993,1.22772967656448,20.4340472645472,102650.998421053,102322.45,25685.6255859744,99368.4190826589,1.30180438775647,25.0222852004005,107372.255,33820.5492615497,102352.75,101856.994545725,1.40480615838668,31.4984064193768,92703.7854945312,90952.4766755305,1.97650210994619,42.5503223978555,208.4104125,NA,0,0.102163290580711,0.240151369462586,1,0.214660597647509,NA,0,0,0,0,0,0,DTXSID3020758,3,23142.8571428571,270.0911,57.2,Unique,270.0884153,9.94,ISONICOTINICACIDVANILLYLIDENEHYDRAZIDE,C14H13N3O3,271.09569,M-H,2055,,DTXSID3020758,0,"ISONICOTINIC,ACID,VANILLYLIDENEHYDRAZIDE",N-[(Z)-(4-hydroxy-3-methoxyphenyl)methylideneamino]pyridine-4-carboxamide,C14H13N3O3,C14H13N3O3,271.0956913,MC,,NA,NA,NA,NA,NA,NA,NA,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1,yes,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
444,DTXSID3022405,227.0711-349.8,227.0711,349.8,40,38,38,8,100,100,100,18491.657075,13.9529639926978,13445.7602522781,14286.25,15858.4482828259,1.65442895079953,72.7125762593566,24639.7116578947,14130.36,29330.9405062813,17366.8563340193,2.03512294808129,119.03930092008,24232.6143684211,25074.0105206434,14541.9,17213.7156069125,2.19338978208959,103.472164164502,20644.623796875,14548.2007780867,2.18783119902988,111.124815091565,4050.1595,11.9555181056368,3323.9745,0.722678199289804,0.572201806766339,1,21.9026314600851,85.6844331562359,0,0,0,0,0,0,DTXSID3022405,3,23365.3846153845,227.0711,349.8,Multiple,227.0713682,1.18,2-Hydroxy-4-methoxybenzophenone,C14H12O3,228.07864,M-H,2115,,DTXSID3022405,0,2-Hydroxy-4-methoxybenzophenone,(2-hydroxy-4-methoxyphenyl)-phenylmethanone,C14H12O3,C14H12O3,228.0786442,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-0.749299554,7.112876408,4,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
445,DTXSID3022405,307.0275-349.4,307.0275,349.4,40,38,38,1,100,100,100,40473.196,13.7550345956799,81370.1124134111,11577.83,13825.4095317291,3.72371051136243,201.046916120514,93753.3317815789,12364.21,215878.191403261,18366.6883332287,5.16990912369728,230.261887552116,91493.111,179539.40269823,14520.1,22875.9343937138,5.08760265938186,196.23270073113,67643.7105179687,17122.2043237853,4.94847354066535,238.560522427766,12.785075,NA,0,0.192040938648628,0.480956419943862,1,0.031588992873209,NA,0,0,0,0,0,0,MTX313,3,27000,307.0275,349.4,Multiple,307.0281831,2.22,,C14H12O6S,308.03546,M-H,7300,DTXSID3022405,DTXSID3022405-BTMR0196,1,,(2-benzoyl-5-methoxyphenyl) hydrogen sulfate,C14H12O6S,C14H12O6S,308.0354591,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,2,NA,NA,NA,1,-0.749299554,7.112876408,4,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
465,DTXSID3024497,108.04521-111.5,108.04521,111.5,40,38,38,2,100,100,100,75317.6830511274,15.7590043463379,62580.2699973048,54476.3549871327,55454.0168501932,2.21672479623811,83.0884162419386,95879.3484679127,58497.8238291763,84821.7603985932,68649.2299145674,2.27664136291295,88.4671848046401,123519.092410457,90384.8879825128,94198.9462460235,89801.8918624039,2.40792228305236,73.1748316949751,88674.7596896494,59764.5605698335,3.56889085376314,93.3765171667924,32.154963489731,NA,65.9812860137148,0.012625250647762,0.260747895835365,1,0.042692449086496,NA,0,0,0,0,0,0,DTXSID3024497,2,10,108.04521,111.5,Multiple,108.0454878,2.57,3-Aminophenol,C6H7NO,109.05276,M-H,2182,,DTXSID3024497,0,3-Aminophenol,3-aminophenol,C6H7NO,C6H7NO,109.0527638,exposurepred,,NA,NA,NA,NA,NA,1,0.165564092,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
466,DTXSID3024497,108.04533-149.8,108.04533,149.8,40,38,38,4,100,100,100,38851.8851028096,14.7873934257192,35587.8984014804,29370.3970433474,28278.0187968492,2.26531222497017,91.5988974725625,97822.3578480133,28316.4286502579,164464.591881737,37774.7017329915,3.54904365217716,168.125769506871,71463.4819604418,115320.417811977,37578.2356090582,39162.1348198381,2.75923506090436,161.369715900231,62411.7853855292,24774.6968798605,5.12490791925924,183.278832269467,131.604044764994,NA,179.595038983848,0.154294484772072,0.861125446914175,1,0.338732713784012,NA,0,0,0,0,0,0,DTXSID3024497,2,10,108.04533,149.8,Multiple,108.0454878,1.46,3-Aminophenol,C6H7NO,109.05276,M-H,2182,,DTXSID3024497,0,3-Aminophenol,3-aminophenol,C6H7NO,C6H7NO,109.0527638,exposurepred,,NA,NA,NA,NA,NA,1,0.165564092,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,no,notconf,yes,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,-,-,0,1,1
467,DTXSID3024499,108.04521-111.5,108.04521,111.5,40,38,38,2,100,100,100,75317.6830511274,15.7590043463379,62580.2699973048,54476.3549871327,55454.0168501932,2.21672479623811,83.0884162419386,95879.3484679127,58497.8238291763,84821.7603985932,68649.2299145674,2.27664136291295,88.4671848046401,123519.092410457,90384.8879825128,94198.9462460235,89801.8918624039,2.40792228305236,73.1748316949751,88674.7596896494,59764.5605698335,3.56889085376314,93.3765171667924,32.154963489731,NA,65.9812860137148,0.012625250647762,0.260747895835365,1,0.042692449086496,NA,0,0,0,0,0,0,DTXSID3024499,2,10,108.04521,111.5,Multiple,108.0454878,2.57,4-Aminophenol,C6H7NO,109.05276,M-H,2183,,DTXSID3024499,0,4-Aminophenol,4-aminophenol,C6H7NO,C6H7NO,109.0527638,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.591332044,6.336591569,2,NA,,0,no,notconf,yes,0,0,1,0,0,0,0,1,0,1,-,-,-,-,-,-,Y,-,1,1,1
468,DTXSID3024499,108.04533-149.8,108.04533,149.8,40,38,38,4,100,100,100,38851.8851028096,14.7873934257192,35587.8984014804,29370.3970433474,28278.0187968492,2.26531222497017,91.5988974725625,97822.3578480133,28316.4286502579,164464.591881737,37774.7017329915,3.54904365217716,168.125769506871,71463.4819604418,115320.417811977,37578.2356090582,39162.1348198381,2.75923506090436,161.369715900231,62411.7853855292,24774.6968798605,5.12490791925924,183.278832269467,131.604044764994,NA,179.595038983848,0.154294484772072,0.861125446914175,1,0.338732713784012,NA,0,0,0,0,0,0,DTXSID3024499,2,10,108.04533,149.8,Multiple,108.0454878,1.46,4-Aminophenol,C6H7NO,109.05276,M-H,2183,,DTXSID3024499,0,4-Aminophenol,4-aminophenol,C6H7NO,C6H7NO,109.0527638,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.591332044,6.336591569,2,NA,,0,no,notconf,yes,0,0,0,0,0,0,0,1,0,1,-,-,-,-,-,-,Y,-,1,1,1
473,DTXSID3025045,213.0764-279.1,213.0764,279.1,40,38,38,8,100,100,100,4844.4927,12.1697001565465,1490.66731341764,5119.1935,4607.28189636925,1.38866132458056,30.7703490484698,4544.88771052632,4700.6905,1422.6840600008,4304.43703500252,1.41562592217154,31.3029529135727,4888.50165789474,1691.01405743827,4859.388,4582.70706496033,1.45530979826528,34.5916637812192,4478.51919921875,4004.01560132249,1.71349645100094,39.5863122309479,1998.129275,10.3983730899704,1254.229825,0.861125446914175,0.319897520107846,1,41.2453769411191,85.444776421848,0,1,1,1,0,0,DTXSID3025045,2,10,213.0764,279.1,Multiple,213.0768475,2.1,Diethyleneglycoldiacrylate,C10H14O5,214.08412,M-H,2195,,DTXSID3025045,0,"Diethylene,glycol,diacrylate",2-(2-prop-2-enoyloxyethoxy)ethyl prop-2-enoate,C10H14O5,C10H14O5,214.0841235,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.996043753,7.565229355,5,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
474,DTXSID3025091,285.1236-675.8,285.1236,675.8,40,38,38,2,100,100,100,9851.804535,12.743246436749,7224.61498305537,6286.018,6856.45167811746,2.8334680682204,73.332910304796,9183.77173684211,5726.376,7196.15160889668,6967.38092208177,2.11288192996417,78.3572568558974,7884.9078631579,5152.26695941202,7208.936,5773.96674017125,2.68097229078763,65.3434009481063,8147.64035789062,6077.63610879938,2.9035078732638,83.5595455972891,26.99495125,NA,0,0.370946507805616,0.745263023126095,1,0.274010219692204,NA,1,1,1,0,0,0,MTX108,3,25471.6981132075,285.1236,675.8,Unique,285.1244664,3.04,,C16H18N2O3,286.13174,M-H,7318,DTXSID3025091,DTXSID1020485-BTMR1242__DTXSID3025091-BTMR1242,1,,N-[4-(4-amino-3-methoxyphenyl)-2-methoxyphenyl]acetamide,C16H18N2O3,C16H18N2O3,286.1317424,"E2Up, P4Up, VBtoxcast, MC",,NA,NA,NA,NA,NA,NA,NA,1,Aromatic amine,NA,NA,NA,1,2,1,2,NA,1,-1.72177744,5.885228151,24,NA,,3,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1
475,DTXSID3025461,141.09195-326,141.09195,326,40,38,38,0,100,100,100,153472.681344357,16.9965757116215,92350.201860978,149081.94652881,130761.264827451,1.78531728798934,60.1737071718747,138162.60937611,125828.527447657,79911.7290902159,122199.163054834,1.62099318770011,57.8388968267661,131368.426725204,63559.0255985304,135912.302675007,115751.018913208,1.69074846847875,48.3822689994477,127977.239262689,122884.588261489,1.69791737852113,67.4133175983867,0,NA,0,0.381732545378619,0.349948860783971,1,0,NA,1,1,1,1,0,0,DTXSID3025461,3,27000,141.09195,326,Multiple,141.0921037,1.09,Isobutylmethacrylate,C8H14O2,142.09938,M-H,2209,,DTXSID3025461,0,"Isobutyl,methacrylate",2-methylpropyl 2-methylprop-2-enoate,C8H14O2,C8H14O2,142.0993797,"exposurepred, VBtoxcast",,NA,NA,NA,NA,NA,1,0.153625993,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-2.749664,5.781791,3,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
495,DTXSID3027530,337.1626-476.3,337.1626,476.3,40,38,38,8,100,100,100,9573.1058,12.966277153924,6104.92420911881,8175.652,8002.73351441413,1.82822694484694,63.7716153635198,13577.5537894737,8452.907,12480.5767956584,9984.91856269708,2.11826553043983,91.9206580888986,9277.80084210526,5978.76630171463,8720.6565,7985.29467784656,1.72101604826834,64.4416322732571,9993.442,7524.23313865544,2.12045835063475,87.8029324348256,2250.985375,10.9185923750829,2431.24625,1,0.216983676575713,1,23.5136372879113,84.207612142384,1,0,1,0,0,0,DTXSID3027530,2,10,337.1626,476.3,Unique,337.1656626,9.08,Trimethylolpropanetrimethacrylate,C18H26O6,338.17294,M-H,2252,,DTXSID3027530,0,"Trimethylolpropane,trimethacrylate","2,2-bis(2-methylprop-2-enoyloxymethyl)butyl 2-methylprop-2-enoate",C18H26O6,C18H26O6,338.1729386,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.032572314,11.86159621,3,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
496,DTXSID3027530,337.1677-592.8,337.1677,592.8,40,38,38,8,100,100,100,60518.072375,14.8565440011591,64106.2127996617,33189.14,29666.4360751505,3.83119266581602,105.929039514722,99340.4773421053,24340.895,224158.720138532,29203.0362205257,3.78085296233507,225.646912654327,53984.7590263158,63477.970487905,20948.29,27080.3475062375,3.36871075943709,117.584984415623,64881.4527867187,21579.1223697849,4.79622327936571,205.74624121915,6559.9159,10.5460487037023,1316.188125,0.707753386148395,0.606672924443962,1,10.8395982267107,70.9858813926002,1,0,1,1,0,0,DTXSID3027530,2,10,337.1677,592.8,Unique,337.1656626,6.04,Trimethylolpropanetrimethacrylate,C18H26O6,338.17294,M-H,2252,,DTXSID3027530,0,"Trimethylolpropane,trimethacrylate","2,2-bis(2-methylprop-2-enoyloxymethyl)butyl 2-methylprop-2-enoate",C18H26O6,C18H26O6,338.1729386,VBtoxcast,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-1.032572314,11.86159621,3,NA,,0,no,notconf,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
503,DTXSID3031864,498.9285-615.2,498.9285,615.2,40,38,38,8,100,100,100,95171.191425,16.1634443806413,59857.8312271438,81630,73397.5547913982,2.27881920116508,62.8949058332584,92066.9617368421,79033.83,57057.7735896074,70799.8678143603,2.30799234519258,61.9742115012956,90434.9483421053,52811.2714495431,81176.835,70766.5344977559,2.25243961438302,58.3969719867191,83987.5248179687,46201.4562302486,4.85299067060177,71.3201932351147,735.132125,9.41235025028693,650.469925,0.837625487137605,0.7757168888561,1,0.772431356582652,58.2323298712244,1,1,1,1,0,0,DTXSID3031864,2,10,498.9285,615.2,Unique,498.9302186,3.44,Perfluorooctanesulfonicacid,C8HF17O3S,499.93749,M-H,2312,,DTXSID3031864,0,"Perfluorooctanesulfonic,acid","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",C8HF17O3S,C8HF17O3S,499.9374946,"VBtoxcast, PFAS, PFAS",0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.179791949,16.35340409,32,NA,,0,no,notconf,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
504,DTXSID3031864,498.9287-638.1,498.9287,638.1,40,38,38,8,100,100,100,321933.86975,17.9185219863961,231160.683861418,274456.85,247749.391150068,2.20661028194865,71.8037788446825,322687.868421053,271175.95,226960.608161137,247875.897432796,2.22912385913168,70.3344099273644,309546.229736842,174749.263347177,281012.6,248686.440269926,2.13858256836405,56.4533651389449,288470.41015625,155995.359762512,5.0972085195116,76.6670183251028,1743.032625,10.731177451538,2004.42975,0.700332451175848,0.988036167363665,1,0.541425674270795,59.8887422728571,1,0,0,0,0,0,DTXSID3031864,2,10,498.9287,638.1,Unique,498.9302186,3.04,Perfluorooctanesulfonicacid,C8HF17O3S,499.93749,M-H,2312,,DTXSID3031864,0,"Perfluorooctanesulfonic,acid","1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluorooctane-1-sulfonic acid",C8HF17O3S,C8HF17O3S,499.9374946,"VBtoxcast, PFAS, PFAS",0,NA,0,0,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-4.179791949,16.35340409,32,NA,,0,no,notconf,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
506,DTXSID3032337,294.1457-84.1,294.1457,84.1,40,38,38,0,100,100,100,13656.07275,13.3446759172,13611.4319191749,9750.206,10402.7397453963,2.00454600909151,99.6731063780756,18535.4196842105,11666.54,21804.8389406239,12998.9174211623,2.13678166523455,117.638765736707,11712.7781052632,6351.11013264735,10748.15,10372.6299953377,1.63009610132513,54.2237723242914,13247.456453125,11179.7582926026,1.93756443675254,115.192360793058,0,NA,0,0.798788717778419,0.192040938648628,1,0,NA,1,0,1,0,0,0,DTXSID3032337,2,10,294.1457,84.1,Unique,294.1459302,0.78,Butralin,C14H21N3O4,295.15321,M-H,2318,,DTXSID3032337,0,Butralin,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",C14H21N3O4,C14H21N3O4,295.1532062,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,3,NA,1,-2.912033327,7.379773404,13,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
507,DTXSID3032337,294.1449-390,294.1449,390,40,38,38,0,100,100,100,4763.672775,12.143430781826,1580.95188525145,4409.452,4524.14916557731,1.38510177934924,33.1876675817947,4479.36936842105,4424.8295,1694.85084850201,4102.22481463009,1.58387680941065,37.8368182907727,4534.94268421053,2038.72051916497,4255.05,4065.31077780218,1.64108653506491,44.9558166691556,4164.7716328125,4230.52867145963,1.53812753679127,51.7090525208373,0,NA,0,0.506192211860841,0.649218300768902,1,0,NA,1,1,1,1,0,0,DTXSID3032337,2,10,294.1449,390,Unique,294.1459302,3.5,Butralin,C14H21N3O4,295.15321,M-H,2318,,DTXSID3032337,0,Butralin,"N-butan-2-yl-4-tert-butyl-2,6-dinitroaniline",C14H21N3O4,C14H21N3O4,295.1532062,"P4Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,1,3,NA,1,-2.912033327,7.379773404,13,NA,,1,no,notconf,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1
508,DTXSID3032416,252.1313-304.6,252.1313,304.6,40,38,38,2,100,100,100,11139.378725,13.2773896343562,5596.39112125887,9095.6635,9928.70355641943,1.61991107194814,50.2397059963402,9712.85634210526,7976.1985,4799.61607252895,8583.42670734996,1.68027234517907,49.415083508675,9654.79242105263,3861.35320702733,8956.629,8873.61780983674,1.54239469539991,39.9941608128985,9232.635921875,8473.13393125648,2.09457272694346,59.2863822661901,28.9495,NA,0,0.493487945124591,0.273676495673472,1,0.259884332103988,NA,1,1,1,1,0,0,DTXSID3032416,2,10,252.1313,304.6,Unique,252.1288406,9.75,Cybutryne,C11H19N5S,253.13612,M-H,2320,,DTXSID3032416,0,Cybutryne,"2-N-tert-butyl-4-N-cyclopropyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",C11H19N5S,C11H19N5S,253.1361166,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,1,NA,NA,NA,1,-3.92900244,6.001327863,11,NA,,1,no,notconf,NA,0,0,0,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,2,1
509,DTXSID3032416,252.1293-498.7,252.1293,498.7,40,38,38,0,100,100,100,11174.63015,13.2935495091651,4593.07888973373,10251.785,10040.5418600292,1.6915600593682,41.1027374336298,9876.04331578947,10180.98,4565.4421846804,8573.95445436566,1.82822654457442,46.2274418884061,9382.97039473684,6526.36105996789,7458.6285,7536.40412498944,1.97271632576743,69.5553836941519,9209.5916171875,8679.15944779741,1.84233310017651,63.6224547227131,0,NA,0,0.019584097600817,0.291586109325092,1,0,NA,1,1,1,1,0,0,DTXSID3032416,2,10,252.1293,498.7,Unique,252.1288406,1.82,Cybutryne,C11H19N5S,253.13612,M-H,2320,,DTXSID3032416,0,Cybutryne,"2-N-tert-butyl-4-N-cyclopropyl-6-methylsulfanyl-1,3,5-triazine-2,4-diamine",C11H19N5S,C11H19N5S,253.1361166,"E2Up, VBtoxcast",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,1,1,NA,NA,NA,1,-3.92900244,6.001327863,11,NA,,1,no,notconf,NA,0,0,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,0,1,1
510,DTXSID3032549,571.1632-828.8,571.1632,828.8,39,38,36,1,97.5,100,94.7368421052632,2124.9983575,10.7522964214286,1440.51669703784,1554.7515,1724.89929673675,2.15730793682815,67.789073434041,2590.65609210526,2294.977,1403.26295637983,2210.46873643363,1.84912112943527,54.1663156547919,2483.48074736842,1736.62756252623,1866.6525,2147.12555489207,1.9203743848701,69.9271602715831,2172.02525859375,1908.52020538978,2.19345046016739,74.3903301975006,12.6449125,NA,25.2349,0.392696895137084,0.08645003620874,1,0.595055165824993,NA,0,0,0,0,2.76315789473685,2.5,MTX342,2,10,571.1632,828.8,Unique,571.1634867,0.5,,C24H33ClN4O8S,572.17076,M-H,7330,DTXSID3032549,DTXSID3032549-BTMR0235,1,,,C24H33ClN4O8S,C24H33ClN4O8S,572.1707627,"VBtoxcast, pellizzari",,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,1,-3.919771164,9.375372763,14,NA,1,0,no,notconf,NA,0,0,1,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
